Ticker,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Polarity_Mean,Granger_pvalue_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_1_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_2_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_3_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_4_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_alpha_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_beta_lag_5_NEWS_TEXTBLOB_Subjectivity_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_1_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_2_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_3_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_4_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Negative_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Negative_Mean,Granger_beta_lag_5_NEWS_FINBERT_Negative_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_1_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_2_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_3_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_4_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_beta_lag_5_NEWS_FINBERT_Neutral_Mean,Granger_pvalue_lag_1_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_1_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_1_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_2_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_2_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_2_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_3_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_3_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_3_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_4_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_4_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_4_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_5_NEWS_FINBERT_Positive_Mean,Granger_alpha_lag_5_NEWS_FINBERT_Positive_Mean,Granger_beta_lag_5_NEWS_FINBERT_Positive_Mean,Granger_pvalue_lag_1_TEXTBLOB,Granger_alpha_lag_1_TEXTBLOB,Granger_beta1_lag_1_TEXTBLOB,Granger_beta2_lag_1_TEXTBLOB,Granger_pvalue_lag_2_TEXTBLOB,Granger_alpha_lag_2_TEXTBLOB,Granger_beta1_lag_2_TEXTBLOB,Granger_beta2_lag_2_TEXTBLOB,Granger_pvalue_lag_3_TEXTBLOB,Granger_alpha_lag_3_TEXTBLOB,Granger_beta1_lag_3_TEXTBLOB,Granger_beta2_lag_3_TEXTBLOB,Granger_pvalue_lag_1_FINBERT,Granger_alpha_lag_1_FINBERT,Granger_beta1_lag_1_FINBERT,Granger_beta2_lag_1_FINBERT,Granger_beta3_lag_1_FINBERT,Granger_pvalue_lag_2_FINBERT,Granger_alpha_lag_2_FINBERT,Granger_beta1_lag_2_FINBERT,Granger_beta2_lag_2_FINBERT,Granger_beta3_lag_2_FINBERT,Granger_pvalue_lag_3_FINBERT,Granger_alpha_lag_3_FINBERT,Granger_beta1_lag_3_FINBERT,Granger_beta2_lag_3_FINBERT,Granger_beta3_lag_3_FINBERT
HD,0.9782499,0.9661537,11.1411567,0.8491057,0.9222135,10.704168,0.7823097,0.9252737,10.9356929,0.8562977,0.927492,11.6262794,0.8750465,0.9287004,12.2261856,0.9082409,0.9661537,11.1411567,0.8161426,0.9222135,10.704168,0.8662513,0.9252737,10.9356929,0.9289543,0.927492,11.6262794,0.943422,0.9287004,12.2261856,0.3969914,0.9661537,11.1411567,0.5725144,0.9222135,10.704168,0.0973162,0.9252737,10.9356929,0.065562,0.927492,11.6262794,0.1411838,0.9287004,12.2261856,0.4310539,0.9661537,11.1411567,0.5295043,0.9222135,10.704168,0.720641,0.9252737,10.9356929,0.2262971,0.927492,11.6262794,0.1971264,0.9287004,12.2261856,0.9237022,0.9661537,11.1411567,0.8776918,0.9222135,10.704168,0.0866557,0.9252737,10.9356929,0.1311152,0.927492,11.6262794,0.0609049,0.9287004,12.2261856,0.8392377,11.7658708,-1.7877987,1.8732121,0.4223703,11.7658708,7.0032671,-4.8394629,0.4222849,11.7658708,-6.96827,0.9022341,0.586294,4412.9395513,14979.4721582,14981.7404315,14980.0211912,0.9351043,4412.9395513,2228.2834217,2230.2321541,2226.1080065,0.4265849,4412.9395513,-21616.6156868,-21609.5731453,-21601.2996139
HON,0.0186122,0.958832,7.8105778,0.0591968,0.9761823,8.0971131,0.1085168,0.9725354,9.0275853,0.1443658,0.964895,10.0869572,0.1966372,0.9733474,9.0932196,0.8554385,0.958832,7.8105778,0.8759197,0.9761823,8.0971131,0.723616,0.9725354,9.0275853,0.5634636,0.964895,10.0869572,0.7108069,0.9733474,9.0932196,0.1366894,0.958832,7.8105778,0.1373274,0.9761823,8.0971131,0.0479549,0.9725354,9.0275853,0.0438121,0.964895,10.0869572,0.1140237,0.9733474,9.0932196,0.3109973,0.958832,7.8105778,0.5607513,0.9761823,8.0971131,0.2298595,0.9725354,9.0275853,0.3090131,0.964895,10.0869572,0.487711,0.9733474,9.0932196,0.8895934,0.958832,7.8105778,0.7921702,0.9761823,8.0971131,0.8065891,0.9725354,9.0275853,0.8328883,0.964895,10.0869572,0.8793219,0.9733474,9.0932196,0.0125451,9.7059592,9.8328111,-2.5427185,0.4365048,9.7059592,3.1394792,-2.3538118,0.8579535,9.7059592,0.7273723,1.6322768,0.623953,-33109.6590618,5501.9534942,5497.0756581,5497.693571,0.0615643,-33109.6590618,21002.1536351,20999.5375177,20998.6688745,0.5607525,-33109.6590618,6622.3249156,6618.3250106,6619.5250639
INTC,0.3710374,0.9831197,0.6203842,0.365119,1.0563392,0.7125769,0.4356169,1.0730998,0.6057189,0.6071121,1.0688347,0.5876753,0.7777438,1.0733162,0.674294,0.7377629,0.9831197,0.6203842,0.6474029,1.0563392,0.7125769,0.6021258,1.0730998,0.6057189,0.7594841,1.0688347,0.5876753,0.8236412,1.0733162,0.674294,0.3497759,0.9831197,0.6203842,0.7520482,1.0563392,0.7125769,0.5628539,1.0730998,0.6057189,0.7149884,1.0688347,0.5876753,0.7404341,1.0733162,0.674294,0.9006245,0.9831197,0.6203842,0.8940209,1.0563392,0.7125769,0.8909055,1.0730998,0.6057189,0.9504619,1.0688347,0.5876753,0.9732392,1.0733162,0.674294,0.2737791,0.9831197,0.6203842,0.4394692,1.0563392,0.7125769,0.2033206,1.0730998,0.6057189,0.3425756,1.0688347,0.5876753,0.4362734,1.0733162,0.674294,0.2637868,1.3364987,2.7755139,-1.0276397,0.3348239,1.3364987,-2.4114559,-0.1896542,0.605609,1.3364987,-1.2884358,-1.352674,0.5303613,12886.2804811,5864.3614476,5864.6796023,5866.554133,0.8132272,12886.2804811,-2183.4604261,-2182.9555856,-2182.9901924,0.0770674,12886.2804811,-16567.2616144,-16567.4552434,-16569.0276967
JD,0.5342718,0.9723477,1.0003251,0.3957348,0.8742275,0.9565892,0.6033027,0.8690393,0.8868103,0.7485915,0.8655246,0.8869948,0.8249631,0.8657135,0.8256012,0.6800924,0.9723477,1.0003251,0.899522,0.8742275,0.9565892,0.9792894,0.8690393,0.8868103,0.9963888,0.8655246,0.8869948,0.9186835,0.8657135,0.8256012,0.7186949,0.9723477,1.0003251,0.7628701,0.8742275,0.9565892,0.9146877,0.8690393,0.8868103,0.9850883,0.8655246,0.8869948,0.9978352,0.8657135,0.8256012,0.9595633,0.9723477,1.0003251,0.8377059,0.8742275,0.9565892,0.8441812,0.8690393,0.8868103,0.9366891,0.8655246,0.8869948,0.9397229,0.8657135,0.8256012,0.6656792,0.9723477,1.0003251,0.9552562,0.8742275,0.9565892,0.9882684,0.8690393,0.8868103,0.9877264,0.8655246,0.8869948,0.9836077,0.8657135,0.8256012,0.6025353,1.0696868,-1.4511825,-0.4345377,0.2269786,1.0696868,-3.3285946,0.4084417,0.9059061,1.0696868,-0.3251478,0.3928372,0.5369727,18358.2852571,-7545.9645635,-7545.6003068,-7546.1252008,0.2379108,18358.2852571,-14678.1637394,-14678.660619,-14678.5024254,0.7545495,18358.2852571,3867.406137,3866.467639,3867.2021057
JNJ,0.2266988,1.0139645,-1.7983903,0.4809995,1.0233909,-1.740506,0.5823976,1.0235759,-1.9008895,0.6842623,1.0240555,-1.7978182,0.8165583,1.0258846,-2.4643078,0.4873022,1.0139645,-1.7983903,0.1946962,1.0233909,-1.740506,0.3202728,1.0235759,-1.9008895,0.4699,1.0240555,-1.7978182,0.356787,1.0258846,-2.4643078,0.2282952,1.0139645,-1.7983903,0.1458835,1.0233909,-1.740506,0.0678478,1.0235759,-1.9008895,0.128051,1.0240555,-1.7978182,0.1021207,1.0258846,-2.4643078,0.9827153,1.0139645,-1.7983903,0.9998864,1.0233909,-1.740506,0.6431266,1.0235759,-1.9008895,0.2777149,1.0240555,-1.7978182,0.3716425,1.0258846,-2.4643078,0.2712384,1.0139645,-1.7983903,0.1243241,1.0233909,-1.740506,0.0027801,1.0235759,-1.9008895,0.0026674,1.0240555,-1.7978182,0.0021864,1.0258846,-2.4643078,0.1590031,-2.5102633,6.3364303,-3.6864309,0.5372603,-2.5102633,-2.7815802,4.2532028,0.4099351,-2.5102633,3.705486,0.2659769,0.1666313,-21058.1381414,-17008.4183512,-17006.2453631,-17006.1839278,0.0215289,-21058.1381414,28269.5534327,28267.8590053,28265.6893629,0.434513,-21058.1381414,9794.167968,9794.4244619,9799.4007666
KO,0.5002309,0.9893108,0.7478458,0.7458848,0.9597754,0.8496101,0.6488925,0.9588045,0.9696942,0.7269715,0.9610097,0.9090848,0.8371058,0.9599293,0.8492591,0.7311562,0.9893108,0.7478458,0.6387635,0.9597754,0.8496101,0.822447,0.9588045,0.9696942,0.8957836,0.9610097,0.9090848,0.7197966,0.9599293,0.8492591,0.4756071,0.9893108,0.7478458,0.8750786,0.9597754,0.8496101,0.9694604,0.9588045,0.9696942,0.9868973,0.9610097,0.9090848,0.590172,0.9599293,0.8492591,0.550399,0.9893108,0.7478458,0.3726206,0.9597754,0.8496101,0.4477581,0.9588045,0.9696942,0.5626719,0.9610097,0.9090848,0.1831028,0.9599293,0.8492591,0.9953322,0.9893108,0.7478458,0.3189052,0.9597754,0.8496101,0.4477909,0.9588045,0.9696942,0.6350738,0.9610097,0.9090848,0.6972953,0.9599293,0.8492591,0.435812,0.9444396,0.5963135,-0.2502494,0.6443692,0.9444396,0.3540584,-0.4736375,0.3252587,0.9444396,0.7609574,0.01204,0.5351724,-2383.9488183,1703.5043696,1703.7967472,1703.6919636,0.5367529,-2383.9488183,-1691.8109611,-1692.1057471,-1691.4864965,0.3868071,-2383.9488183,2373.0175641,2373.2114693,2372.8258972
LIN,0.4424243,0.9881566,5.77442,0.6165129,0.9247846,6.1220378,0.0808227,0.9152133,6.3389543,0.0246046,0.9314609,6.0571649,0.0560887,0.9279795,6.468836,0.6482819,0.9881566,5.77442,0.7403852,0.9247846,6.1220378,0.1757717,0.9152133,6.3389543,0.3536227,0.9314609,6.0571649,0.557803,0.9279795,6.468836,0.6314817,0.9881566,5.77442,0.5599767,0.9247846,6.1220378,0.6771355,0.9152133,6.3389543,0.7522098,0.9314609,6.0571649,0.2282495,0.9279795,6.468836,0.0198119,0.9881566,5.77442,0.0141779,0.9247846,6.1220378,0.0120561,0.9152133,6.3389543,0.0146188,0.9314609,6.0571649,0.0105025,0.9279795,6.468836,0.0361431,0.9881566,5.77442,0.0518176,0.9247846,6.1220378,0.0535464,0.9152133,6.3389543,0.0696297,0.9314609,6.0571649,0.1254723,0.9279795,6.468836,0.1142183,7.3595529,13.1671696,-3.6905208,0.1643656,7.3595529,12.5174135,-6.6362222,0.1550716,7.3595529,12.7962813,6.4125107,0.4893806,22763.099226,17170.7077425,17176.5632399,17170.346795,0.2882619,22763.099226,-26293.2977825,-26301.0262694,-26295.6651037,0.5747863,22763.099226,-13630.0970324,-13628.055253,-13632.4383699
LMT,0.6465945,0.990339,5.3234222,0.75916,1.0519228,5.5839339,0.8378154,1.0499863,6.4549783,0.582839,1.0471883,7.083932,0.6457102,1.0514518,6.7670157,0.8408627,0.990339,5.3234222,0.8831919,1.0519228,5.5839339,0.9660416,1.0499863,6.4549783,0.9637377,1.0471883,7.083932,0.6732719,1.0514518,6.7670157,0.8698232,0.990339,5.3234222,0.9533389,1.0519228,5.5839339,0.9809385,1.0499863,6.4549783,0.987336,1.0471883,7.083932,0.9927028,1.0514518,6.7670157,0.0789116,0.990339,5.3234222,0.0792488,1.0519228,5.5839339,0.1392508,1.0499863,6.4549783,0.2438862,1.0471883,7.083932,0.0640907,1.0514518,6.7670157,0.0584668,0.990339,5.3234222,0.0363463,1.0519228,5.5839339,0.0745652,1.0499863,6.4549783,0.1774025,1.0471883,7.083932,0.1181247,1.0514518,6.7670157,0.5334695,5.3749243,-6.7582047,3.8672512,0.6369773,5.3749243,5.0989536,0.0977502,0.5129404,5.3749243,-7.0563577,3.3727907,0.6709457,25798.9573477,15354.5458092,15359.1085407,15349.1948027,0.8693291,25798.9573477,-5887.3183953,-5889.3189338,-5881.5568299,0.3249943,25798.9573477,-35260.9586524,-35261.9785805,-35259.4090585
MA,0.079959,0.9884355,5.4177527,0.0225188,0.8682152,5.5696401,0.0520839,0.8692308,5.5950134,0.1046543,0.8692786,5.7269534,0.0344091,0.8807538,5.6530598,0.4755198,0.9884355,5.4177527,0.6308869,0.8682152,5.5696401,0.816674,0.8692308,5.5950134,0.9277212,0.8692786,5.7269534,0.490437,0.8807538,5.6530598,0.8788074,0.9884355,5.4177527,0.9042261,0.8682152,5.5696401,0.8497235,0.8692308,5.5950134,0.9223464,0.8692786,5.7269534,0.9081472,0.8807538,5.6530598,0.5868818,0.9884355,5.4177527,0.8264323,0.8682152,5.5696401,0.3291931,0.8692308,5.5950134,0.2643224,0.8692786,5.7269534,0.4109028,0.8807538,5.6530598,0.6537545,0.9884355,5.4177527,0.8496892,0.8682152,5.5696401,0.0892137,0.8692308,5.5950134,0.0628117,0.8692786,5.7269534,0.1063721,0.8807538,5.6530598,0.068736,7.1768471,18.556353,-5.4675635,0.0433741,7.1768471,-20.6745191,-0.9634172,0.6961102,7.1768471,-3.993021,0.6202748,0.1137539,26456.5480467,-48771.6976903,-48768.0592047,-48771.804785,0.4587453,26456.5480467,-22764.4512886,-22767.7943953,-22765.7686161,0.138475,26456.5480467,45083.0564893,45081.355722,45093.9937549
MCD,0.4953555,0.9809807,5.326871,0.5918479,0.887836,5.4425887,0.6720638,0.8907535,5.475772,0.8302772,0.8889565,6.2074435,0.6665773,0.8957952,5.8072005,0.7091583,0.9809807,5.326871,0.8899717,0.887836,5.4425887,0.973891,0.8907535,5.475772,0.7351425,0.8889565,6.2074435,0.8450817,0.8957952,5.8072005,0.7822407,0.9809807,5.326871,0.6855848,0.887836,5.4425887,0.8373901,0.8907535,5.475772,0.8311877,0.8889565,6.2074435,0.8440569,0.8957952,5.8072005,0.0756111,0.9809807,5.326871,0.2108638,0.887836,5.4425887,0.3757142,0.8907535,5.475772,0.4072565,0.8889565,6.2074435,0.4104712,0.8957952,5.8072005,0.0804699,0.9809807,5.326871,0.3026685,0.887836,5.4425887,0.4536706,0.8907535,5.475772,0.5602558,0.8889565,6.2074435,0.2936148,0.8957952,5.8072005,0.5192186,4.8498146,3.2433853,0.4849354,0.4830133,4.8498146,3.5223178,-0.5123457,0.4119652,4.8498146,-4.1095824,1.1122424,0.3449634,-32226.916711,15649.7540974,15651.4728972,15647.2418147,0.2864462,-32226.916711,17419.7126265,17417.4371914,17417.6382049,0.9592557,-32226.916711,-835.4262226,-834.6908854,-834.077657
META,0.2955122,0.9934229,3.627393,0.1262202,1.026111,3.6973665,0.2913919,1.0259815,3.5864124,0.2149223,1.0330772,4.0803541,0.3078821,1.0425556,3.8039847,0.6679665,0.9934229,3.627393,0.6290387,1.026111,3.6973665,0.6562611,1.0259815,3.5864124,0.0911122,1.0330772,4.0803541,0.1695817,1.0425556,3.8039847,0.3352867,0.9934229,3.627393,0.3631057,1.026111,3.6973665,0.4776877,1.0259815,3.5864124,0.8207924,1.0330772,4.0803541,0.8422166,1.0425556,3.8039847,0.7026598,0.9934229,3.627393,0.5398605,1.026111,3.6973665,0.5190388,1.0259815,3.5864124,0.6050039,1.0330772,4.0803541,0.6534903,1.0425556,3.8039847,0.1862217,0.9934229,3.627393,0.3619958,1.026111,3.6973665,0.5476071,1.0259815,3.5864124,0.3166187,1.0330772,4.0803541,0.4555797,1.0425556,3.8039847,0.5916976,-3.409019,19.5639967,-8.927031,0.1232321,-3.409019,53.4603355,-12.5566596,0.7172196,-3.409019,-12.4435275,23.7892307,0.1441915,205466.4277421,-203589.1743842,-203581.0229114,-203598.5588512,0.220124,205466.4277421,-148753.843465,-148788.2533515,-148775.3789517,0.2277556,205466.4277421,146904.1467712,146899.712692,146899.3539249
MMM,0.3304592,0.9896343,1.2900368,0.34383,0.9758879,1.2706752,0.3968133,0.9766692,1.3309487,0.4636877,0.9755261,1.273122,0.5009326,0.9725364,1.1793156,0.9584425,0.9896343,1.2900368,0.3096329,0.9758879,1.2706752,0.3127025,0.9766692,1.3309487,0.2077899,0.9755261,1.273122,0.2429384,0.9725364,1.1793156,0.5658611,0.9896343,1.2900368,0.5707889,0.9758879,1.2706752,0.5773284,0.9766692,1.3309487,0.3627214,0.9755261,1.273122,0.4641703,0.9725364,1.1793156,0.2058113,0.9896343,1.2900368,0.3505667,0.9758879,1.2706752,0.5110051,0.9766692,1.3309487,0.5833259,0.9755261,1.273122,0.3996166,0.9725364,1.1793156,0.0488522,0.9896343,1.2900368,0.137116,0.9758879,1.2706752,0.2308828,0.9766692,1.3309487,0.2493441,0.9755261,1.273122,0.0942684,0.9725364,1.1793156,0.2176574,1.7916531,-3.5624298,0.837734,0.5104243,1.7916531,-1.9087557,-2.5540955,0.1897574,1.7916531,-3.7824926,2.6244184,0.6589755,4450.0150291,-3899.1175447,-3899.7646213,-3896.9924759,0.4617739,4450.0150291,6545.9813983,6544.7928438,6545.0308922,0.4221037,4450.0150291,-7095.2316035,-7094.4368629,-7094.2671338
MRK,0.848576,0.9882997,1.2395288,0.2465252,0.9827839,1.2378391,0.2900913,0.9824076,1.2282778,0.4412358,0.9752177,1.2713129,0.4028055,0.9738735,1.3699363,0.9454826,0.9882997,1.2395288,0.1084294,0.9827839,1.2378391,0.169555,0.9824076,1.2282778,0.2716334,0.9752177,1.2713129,0.3574195,0.9738735,1.3699363,0.3008189,0.9882997,1.2395288,0.4003334,0.9827839,1.2378391,0.1358799,0.9824076,1.2282778,0.34059,0.9752177,1.2713129,0.4679643,0.9738735,1.3699363,0.6381725,0.9882997,1.2395288,0.425603,0.9827839,1.2378391,0.2974434,0.9824076,1.2282778,0.529122,0.9752177,1.2713129,0.6231386,0.9738735,1.3699363,0.7354019,0.9882997,1.2395288,0.1163511,0.9827839,1.2378391,0.2352772,0.9824076,1.2282778,0.3081636,0.9752177,1.2713129,0.3471504,0.9738735,1.3699363,0.7842615,2.176565,-0.8939875,0.1832154,0.4692887,2.176565,-2.3486567,-2.6539958,0.1342713,2.176565,4.9052945,-2.2033392,0.0276695,7967.9008042,-22832.1969181,-22832.8791427,-22833.4244847,0.1312443,7967.9008042,15697.5888925,15697.7846257,15700.4548621,0.9367954,7967.9008042,-829.8444112,-833.3325747,-832.5984228
MS,0.4159389,0.9982615,0.5481919,0.5058296,0.979787,0.5386409,0.3724193,0.9792359,0.5273675,0.2479171,0.9809192,0.7047497,0.1509027,0.9916966,0.5785679,0.8218568,0.9982615,0.5481919,0.3755656,0.979787,0.5386409,0.0951488,0.9792359,0.5273675,0.17442,0.9809192,0.7047497,0.2697154,0.9916966,0.5785679,0.3796261,0.9982615,0.5481919,0.0788008,0.979787,0.5386409,0.0402222,0.9792359,0.5273675,0.068971,0.9809192,0.7047497,0.0588496,0.9916966,0.5785679,0.8671794,0.9982615,0.5481919,0.3883053,0.979787,0.5386409,0.5980397,0.9792359,0.5273675,0.5871774,0.9809192,0.7047497,0.6351596,0.9916966,0.5785679,0.2347825,0.9982615,0.5481919,0.4177521,0.979787,0.5386409,0.1071263,0.9792359,0.5273675,0.1618758,0.9809192,0.7047497,0.2484649,0.9916966,0.5785679,0.3789698,2.3183647,3.4341285,-0.3740253,0.1540119,2.3183647,5.5378382,-3.3625616,0.6154854,2.3183647,-1.9511437,-3.0628724,0.9050785,-42383.0369693,1041.0188234,1041.876357,1044.1933757,0.0011277,-42383.0369693,28390.4845949,28394.0541001,28393.7170576,0.1498818,-42383.0369693,12950.5252584,12948.3509318,12945.3103783
MSFT,0.4292654,0.9876112,4.8818355,0.2698995,0.9180307,5.057526,0.3365405,0.9232629,4.8119149,0.2193672,0.9172366,4.7514754,0.266171,0.9192818,4.50941,0.1674254,0.9876112,4.8818355,0.0092958,0.9180307,5.057526,0.0353719,0.9232629,4.8119149,0.0772943,0.9172366,4.7514754,0.1391926,0.9192818,4.50941,0.8175444,0.9876112,4.8818355,0.8610034,0.9180307,5.057526,0.8071748,0.9232629,4.8119149,0.7996994,0.9172366,4.7514754,0.8848705,0.9192818,4.50941,0.936654,0.9876112,4.8818355,0.7801436,0.9180307,5.057526,0.7912169,0.9232629,4.8119149,0.856831,0.9172366,4.7514754,0.9480573,0.9192818,4.50941,0.7182118,0.9876112,4.8818355,0.7297252,0.9180307,5.057526,0.3209717,0.9232629,4.8119149,0.3487435,0.9172366,4.7514754,0.5276766,0.9192818,4.50941,0.9009729,-11.0479413,-2.6546171,13.0113582,0.5148429,-11.0479413,14.133542,35.9317132,0.3240665,-11.0479413,-20.9488687,8.0155833,0.622323,-165497.5668884,44867.2733164,44868.7172979,44878.9748142,0.728615,-165497.5668884,31315.3794236,31307.3854526,31314.5460163,0.321897,-165497.5668884,89323.8737227,89324.2377481,89302.7146018
NEE,0.4027095,0.9598232,2.9169362,0.5679922,0.9468366,2.8540113,0.7611754,0.9465678,3.2305723,0.6258611,0.9462055,3.4486498,0.7606389,0.9530068,3.0110154,0.8005391,0.9598232,2.9169362,0.7217164,0.9468366,2.8540113,0.40652,0.9465678,3.2305723,0.3009495,0.9462055,3.4486498,0.4514462,0.9530068,3.0110154,0.0686829,0.9598232,2.9169362,0.0221752,0.9468366,2.8540113,0.0446338,0.9465678,3.2305723,0.0782137,0.9462055,3.4486498,0.1509646,0.9530068,3.0110154,0.9402735,0.9598232,2.9169362,0.9894208,0.9468366,2.8540113,0.8880311,0.9465678,3.2305723,0.760801,0.9462055,3.4486498,0.8017717,0.9530068,3.0110154,0.1093396,0.9598232,2.9169362,0.0797968,0.9468366,2.8540113,0.0708646,0.9465678,3.2305723,0.0764505,0.9462055,3.4486498,0.074011,0.9530068,3.0110154,0.2814149,2.6172534,-1.8371839,0.4522858,0.804584,2.6172534,0.422408,0.566493,0.6262846,2.6172534,-0.8299202,1.6680676,0.1635234,18673.7916562,-8189.4109956,-8190.7441495,-8192.0029071,0.3384668,18673.7916562,-5613.3946187,-5614.730977,-5615.9254242,0.4093175,18673.7916562,-4865.6983905,-4865.1854347,-4864.764329
NEM,0.2183558,0.9978004,0.3506675,0.4777952,0.9248984,0.2796767,0.5279623,0.9282644,0.5005293,0.4760374,0.9295066,0.4973674,0.4845812,0.9211025,0.7514713,0.6607811,0.9978004,0.3506675,0.4420243,0.9248984,0.2796767,0.5446342,0.9282644,0.5005293,0.7325579,0.9295066,0.4973674,0.7567195,0.9211025,0.7514713,0.5457176,0.9978004,0.3506675,0.904311,0.9248984,0.2796767,0.9536021,0.9282644,0.5005293,0.8381274,0.9295066,0.4973674,0.9219319,0.9211025,0.7514713,0.2369012,0.9978004,0.3506675,0.5059768,0.9248984,0.2796767,0.7119435,0.9282644,0.5005293,0.7649998,0.9295066,0.4973674,0.82576,0.9211025,0.7514713,0.4904998,0.9978004,0.3506675,0.6480486,0.9248984,0.2796767,0.7907151,0.9282644,0.5005293,0.9000811,0.9295066,0.4973674,0.8975058,0.9211025,0.7514713,0.2954568,0.9609984,-3.0253627,0.1398225,0.7009749,0.9609984,1.1142259,-2.0149363,0.4489479,0.9609984,2.200943,0.1020555,0.1140729,5029.706412,-14265.8461248,-14267.0840993,-14266.0555609,0.7441259,5029.706412,2948.1005484,2948.240675,2947.2982927,0.4820566,5029.706412,6289.1673492,6289.2284877,6289.8650819
